what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323143450561
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323143515686
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323143521268
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323143532121
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323143534978
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323143588232
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323143600404
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323143657748
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1323143664655
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1323143664886
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.textEnd",1323143695085
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.textStart",1323143695782
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1323143743912
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1323143748737
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1323143776806
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1323143823913
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1323143830065
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1323143831143
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323143831652
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1323143833665
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1323143839571
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1323143855227
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1323143862638
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323143914994
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323143915663
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323143916732
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323143956970
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323143960719
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323143969525
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323143983216
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323143993804
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323144001544
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323144004389
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1323144006150
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1323144009368
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1323144014385
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323144034326
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1323144034355
