what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1323135486483
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1323135516732
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1323135534761
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1323135554178
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1323135604523
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1323135607061
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1323135626760
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323135629720
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1323135631429
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1323135721834
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1323135739097
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1323135765291
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1323135771367
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1323135791503
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1323135797185
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1323135809841
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1323135815147
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.navigate.backwardHistory",1323135815198
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1323135945405
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1323135952935
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1323135968967
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1323135981061
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1323135982639
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323135984439
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1323136020838
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.hippieCompletion",1323136065822
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.textEnd",1323136070117
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.navigate.backwardHistory",1323136073646
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1323136078882
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1323136087368
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1323136147843
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1323136158546
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323136166074
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323136382049
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323136384325
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323136386358
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323136388293
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323136389116
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323136393766
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323136395381
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.hippieCompletion",1323136399888
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323136402195
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323136404381
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323136407935
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323136409957
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323136438479
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323136549502
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323136572876
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323136579881
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1323136587332
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323136599245
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323136607497
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323136607979
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323136608578
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323136615360
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323136617373
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323136621859
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323136623755
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323136642632
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323136649762
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323136650713
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323136651913
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323136654212
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323136655425
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1323136690936
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323136695127
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323136722111
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323136736412
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323136737502
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323136740239
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323136741037
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1323136846542
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1323136855216
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.smartEnter",1323136886606
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1323136904586
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1323136912344
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1323136912712
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1323136924311
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1323136925463
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1323136928783
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1323136929935
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.hippieCompletion",1323136941027
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.hippieCompletion",1323136942244
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.hippieCompletion",1323136942476
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1323136945420
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1323136956428
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1323136986769
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1323136988916
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1323136990326
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323136991382
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1323136993850
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1323136999486
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1323137003131
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1323137025095
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1323137071178
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1323137078453
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323137080120
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.textEnd",1323137115576
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1323137117175
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1323137159993
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1323137170471
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1323137175553
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1323137202121
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1323137239220
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1323137239863
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1323137241333
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323137246891
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1323137273776
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1323137283601
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1323137289100
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1323137313532
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1323137321977
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323137323388
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323137324635
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323137326028
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323137327620
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323137328931
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323137332011
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1323137332554
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1323137423854
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1323137447211
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323137449549
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1323137451351
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1323137458303
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1323137461355
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1323137462827
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1323137468423
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1323137475245
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1323137486113
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1323137500343
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1323137501816
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1323137510422
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323137511454
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1323137677112
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1323137826031
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1323137862674
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323137865576
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323137932798
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323137964224
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323137968129
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1323137971795
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1323138020057
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1323138038723
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323138039959
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1323138044231
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323138092283
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323138093152
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323138093818
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323138126224
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323138129675
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323138204543
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1323138238808
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323138240217
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1323138247108
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1323138269471
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1323138282742
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1323138285380
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1323138311101
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1323138312872
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1323138326123
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323138362641
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323138413862
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323138458265
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323138808676
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323138810184
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323139087338
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323139089665
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323139090386
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323139091585
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323139113958
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323139116924
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323139125254
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323139147245
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323139164483
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1323139323248
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323139338494
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323139351022
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1323139359969
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323139361275
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323139373505
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1323139383617
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323139386244
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323139410334
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323139471460
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323139472212
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323139473145
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323139477608
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323139479336
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1323139479366
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323139480492
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1323139484539
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323139486522
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323139487427
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323139490255
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323139491697
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323139492035
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323139564186
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1323139574249
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1323139579382
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1323139608837
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323139612111
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1323139634891
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1323139656176
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1323139691283
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1323139698306
